date,ticker,day_return,bucket,volume_ratio,fwd_1d,fwd_3d,fwd_5d,label_1d,label_3d,label_5d
2020-03-26,DEEPAKNTR.NS,7.24,7-10%,1.22,-3.14,-0.81,-2.15,reversal,flat,reversal
2020-03-26,AAVAS.NS,10.0,10-15%,1.15,10.0,23.59,17.72,continuation,continuation,continuation
2020-03-27,BEL.NS,8.61,7-10%,1.0,-0.75,-5.6,-5.67,flat,reversal,reversal
2020-03-27,DCBBANK.NS,9.95,7-10%,0.75,6.59,2.29,-8.04,continuation,flat,reversal
2020-03-27,BAJAJHLDNG.NS,8.33,7-10%,0.6,-3.09,-7.66,4.15,reversal,reversal,continuation
2020-03-27,AUROPHARMA.NS,8.54,7-10%,1.28,-0.7,0.01,13.63,flat,flat,continuation
2020-03-27,CEATLTD.NS,9.99,7-10%,1.43,-5.92,0.37,-1.07,reversal,flat,flat
2020-03-27,SUNDRMFAST.NS,12.38,10-15%,0.81,-1.76,-3.77,-12.4,flat,reversal,reversal
2020-03-27,ORIENTELEC.NS,8.31,7-10%,0.45,-8.34,-4.09,-7.98,reversal,reversal,reversal
2020-03-27,KOLTEPATIL.NS,8.46,7-10%,1.03,-8.18,-8.9,-8.94,reversal,reversal,reversal
2020-03-27,JPPOWER.NS,11.11,10-15%,0.08,10.0,30.0,50.0,continuation,continuation,continuation
2020-03-27,TCI.NS,17.3,15%+,2.08,-10.54,-3.69,-6.99,reversal,reversal,reversal
2020-03-27,AAVAS.NS,10.0,7-10%,0.34,5.98,12.65,7.96,continuation,continuation,continuation
2020-03-30,OFSS.NS,7.98,7-10%,0.97,4.15,4.69,7.88,continuation,continuation,continuation
2020-03-30,JPPOWER.NS,10.0,10-15%,2.75,9.09,27.27,45.45,continuation,continuation,continuation
2020-03-30,BLUEDART.NS,9.41,7-10%,0.9,0.65,-9.06,-8.14,flat,reversal,reversal
2020-03-31,RELIANCE.NS,8.08,7-10%,0.92,-2.99,8.29,9.54,reversal,continuation,continuation
2020-03-31,ITC.NS,7.85,7-10%,0.98,-3.09,5.74,7.89,reversal,continuation,continuation
2020-03-31,TECHM.NS,7.35,7-10%,0.92,-9.6,-2.77,-3.58,reversal,reversal,reversal
2020-03-31,ONGC.NS,7.81,7-10%,0.83,-3.73,6.73,13.18,reversal,continuation,continuation
2020-03-31,HINDALCO.NS,7.77,7-10%,1.18,-4.23,8.62,12.38,reversal,continuation,continuation
2020-03-31,BRITANNIA.NS,8.7,7-10%,1.03,-4.62,5.41,4.19,reversal,continuation,continuation
2020-03-31,ESCORTS.NS,10.14,10-15%,1.33,-9.63,0.17,3.27,reversal,flat,continuation
2020-03-31,HONAUT.NS,7.86,7-10%,0.83,-1.71,1.35,7.28,flat,flat,continuation
2020-03-31,IPCALAB.NS,7.36,7-10%,1.56,0.4,9.62,15.12,flat,continuation,continuation
2020-03-31,CEATLTD.NS,14.88,10-15%,2.74,-7.13,-8.47,2.91,reversal,reversal,flat
2020-03-31,ORIENTELEC.NS,11.02,10-15%,0.91,-5.75,-9.57,-6.16,reversal,reversal,reversal
2020-03-31,PNCINFRA.NS,9.68,7-10%,0.69,2.87,0.8,15.0,flat,flat,continuation
2020-03-31,JINDALSAW.NS,9.96,7-10%,1.0,6.0,7.75,13.86,continuation,continuation,continuation
2020-03-31,BRIGADE.NS,7.52,7-10%,0.11,5.57,4.8,12.52,continuation,continuation,continuation
2020-03-31,IGL.NS,7.36,7-10%,1.14,0.67,12.35,18.22,flat,continuation,continuation
2020-03-31,CESC.NS,7.47,7-10%,0.87,-3.77,9.88,14.64,reversal,continuation,continuation
2020-03-31,JPPOWER.NS,9.09,7-10%,1.21,8.33,25.0,41.67,continuation,continuation,continuation
2020-03-31,TCI.NS,13.97,10-15%,5.36,-5.53,-8.77,-8.59,reversal,reversal,reversal
2020-04-01,PRESTIGE.NS,7.79,7-10%,1.05,0.39,1.9,-4.83,flat,flat,reversal
2020-04-01,SUPRAJIT.NS,9.95,7-10%,0.34,-3.27,-1.17,0.61,reversal,flat,flat
2020-04-01,SOBHA.NS,9.3,7-10%,1.44,9.84,14.15,25.84,continuation,continuation,continuation
2020-04-01,JPPOWER.NS,8.33,7-10%,1.28,7.69,23.08,30.77,continuation,continuation,continuation
2020-04-03,SUNPHARMA.NS,9.43,7-10%,2.57,11.01,20.88,19.48,continuation,continuation,continuation
2020-04-03,CIPLA.NS,8.57,7-10%,2.87,9.58,29.03,31.87,continuation,continuation,continuation
2020-04-03,APOLLOHOSP.NS,9.25,7-10%,1.66,3.06,7.59,14.38,continuation,continuation,continuation
2020-04-03,BAJAJHLDNG.NS,9.69,7-10%,0.35,2.82,8.35,8.52,flat,continuation,continuation
2020-04-03,SOBHA.NS,9.84,7-10%,1.78,9.37,9.12,20.29,continuation,continuation,continuation
2020-04-03,CESC.NS,8.24,7-10%,1.8,5.49,10.06,18.42,continuation,continuation,continuation
2020-04-03,JPPOWER.NS,7.69,7-10%,0.04,7.14,21.43,14.29,continuation,continuation,continuation
2020-04-07,RELIANCE.NS,11.94,10-15%,1.06,-1.16,-1.41,-3.15,flat,flat,reversal
2020-04-07,TCS.NS,7.31,7-10%,0.91,-3.93,-0.9,-3.33,reversal,flat,reversal
2020-04-07,HDFCBANK.NS,10.11,10-15%,1.23,-0.8,-0.08,-1.82,flat,flat,flat
2020-04-07,INFY.NS,9.1,7-10%,0.99,-1.16,-0.25,-2.37,flat,flat,reversal
2020-04-07,ICICIBANK.NS,13.76,10-15%,1.06,-2.19,1.4,4.88,reversal,flat,continuation
2020-04-07,HINDUNILVR.NS,13.5,10-15%,2.25,0.65,-4.03,-0.36,flat,reversal,flat
2020-04-07,BHARTIARTL.NS,10.91,10-15%,0.93,-1.82,8.93,6.43,flat,continuation,continuation
2020-04-07,AXISBANK.NS,19.48,15%+,1.33,0.64,7.74,8.67,flat,continuation,continuation
2020-04-07,MARUTI.NS,13.51,10-15%,1.77,3.17,16.02,12.67,continuation,continuation,continuation
2020-04-07,HCLTECH.NS,11.18,10-15%,0.82,2.65,1.57,1.91,flat,flat,flat
2020-04-07,SUNPHARMA.NS,11.01,10-15%,2.45,4.64,10.78,11.11,continuation,continuation,continuation
2020-04-07,ULTRACEMCO.NS,7.82,7-10%,0.86,-0.7,5.69,7.92,flat,continuation,continuation
2020-04-07,NESTLEIND.NS,12.8,10-15%,1.29,-0.98,-2.57,5.03,flat,reversal,continuation
2020-04-07,TITAN.NS,9.81,7-10%,1.12,-3.59,2.05,3.99,reversal,flat,continuation
2020-04-07,INDUSINDBK.NS,22.56,15%+,1.54,3.99,6.92,13.43,continuation,continuation,continuation
2020-04-07,JSWSTEEL.NS,12.37,10-15%,1.53,-2.21,6.04,7.94,reversal,continuation,continuation
2020-04-07,TATASTEEL.NS,8.85,7-10%,0.86,-0.52,2.3,4.6,flat,flat,continuation
2020-04-07,HINDALCO.NS,17.06,15%+,1.83,-2.98,9.48,15.97,reversal,continuation,continuation
2020-04-07,GRASIM.NS,14.04,10-15%,0.8,-1.15,5.0,4.86,flat,continuation,continuation
2020-04-07,ADANIENT.NS,7.05,7-10%,0.59,-0.04,5.68,3.73,flat,continuation,continuation
2020-04-07,DRREDDY.NS,13.87,10-15%,2.25,2.79,4.56,7.74,flat,continuation,continuation
2020-04-07,CIPLA.NS,9.58,7-10%,3.06,4.16,20.44,21.98,continuation,continuation,continuation
2020-04-07,DIVISLAB.NS,8.77,7-10%,2.03,4.89,13.22,15.73,continuation,continuation,continuation
2020-04-07,BRITANNIA.NS,10.58,10-15%,1.35,-2.08,-4.53,0.08,reversal,reversal,flat
2020-04-07,DABUR.NS,11.63,10-15%,1.3,2.25,0.47,5.43,flat,flat,continuation
2020-04-07,MARICO.NS,8.69,7-10%,1.28,1.97,2.54,8.1,flat,flat,continuation
2020-04-07,TATAPOWER.NS,11.61,10-15%,0.94,5.94,6.69,3.12,continuation,continuation,continuation
2020-04-07,M&M.NS,14.36,10-15%,1.53,1.68,13.04,11.12,flat,continuation,continuation
2020-04-07,HEROMOTOCO.NS,11.83,10-15%,1.06,2.96,8.47,0.76,flat,continuation,flat
2020-04-07,BAJAJ-AUTO.NS,12.11,10-15%,1.33,-1.68,5.15,2.35,flat,continuation,flat
2020-04-07,ESCORTS.NS,12.04,10-15%,1.29,-3.22,3.92,7.62,reversal,continuation,continuation
2020-04-07,DLF.NS,7.15,7-10%,0.6,-2.51,-1.27,-5.33,reversal,flat,reversal
2020-04-07,GODREJPROP.NS,15.34,15%+,2.27,-2.02,-5.72,-2.54,reversal,reversal,reversal
2020-04-07,HDFCLIFE.NS,11.41,10-15%,1.07,1.3,1.55,4.08,flat,flat,continuation
2020-04-07,SBILIFE.NS,13.1,10-15%,1.19,1.02,-3.75,-6.81,flat,reversal,reversal
2020-04-07,MUTHOOTFIN.NS,11.53,10-15%,0.75,1.67,10.38,2.63,flat,continuation,flat
2020-04-07,FEDERALBNK.NS,7.02,7-10%,0.8,-4.33,-4.8,-1.17,reversal,reversal,flat
2020-04-07,KARURVYSYA.NS,9.95,7-10%,0.6,9.91,15.95,14.87,continuation,continuation,continuation
2020-04-07,MANAPPURAM.NS,9.63,7-10%,0.97,6.22,4.79,3.65,continuation,continuation,continuation
2020-04-07,TATAELXSI.NS,7.61,7-10%,0.78,-0.19,5.47,11.77,flat,continuation,continuation
2020-04-07,AUROPHARMA.NS,16.55,15%+,1.62,-1.69,12.9,22.2,flat,continuation,continuation
2020-04-07,TORNTPHARM.NS,13.35,10-15%,2.31,7.77,0.89,-0.83,continuation,flat,flat
2020-04-07,IPCALAB.NS,10.15,10-15%,3.55,5.91,1.71,-0.68,continuation,flat,flat
2020-04-07,NATCOPHARM.NS,9.73,7-10%,2.79,1.49,7.25,8.95,flat,continuation,continuation
2020-04-07,EXIDEIND.NS,8.52,7-10%,0.91,0.25,2.4,2.22,flat,flat,flat
2020-04-07,HINDCOPPER.NS,7.87,7-10%,0.96,2.58,7.94,13.3,flat,continuation,continuation
2020-04-07,EMAMILTD.NS,13.88,10-15%,0.75,7.36,9.48,7.22,continuation,continuation,continuation
2020-04-07,SOBHA.NS,9.37,7-10%,1.82,-4.98,4.75,15.48,reversal,continuation,continuation
2020-04-07,IGL.NS,7.17,7-10%,0.96,-0.05,5.53,6.58,flat,continuation,continuation
2020-04-07,JPPOWER.NS,7.14,7-10%,0.13,6.67,13.33,0.0,continuation,continuation,flat
2020-04-07,NHPC.NS,7.07,7-10%,0.63,3.07,2.12,5.19,continuation,flat,continuation
2020-04-07,DEEPAKNTR.NS,13.83,10-15%,1.37,0.68,5.93,7.83,flat,continuation,continuation
2020-04-08,GODREJCP.NS,7.36,7-10%,1.01,-0.82,-4.73,-7.88,flat,reversal,reversal
2020-04-08,TATACOMM.NS,11.64,10-15%,15.53,9.46,35.54,41.1,continuation,continuation,continuation
2020-04-08,CHOLAFIN.NS,15.52,15%+,1.62,13.93,1.92,17.15,continuation,flat,continuation
2020-04-08,CUMMINSIND.NS,14.94,10-15%,3.88,7.07,13.74,22.38,continuation,continuation,continuation
2020-04-08,KARURVYSYA.NS,9.91,7-10%,1.03,10.0,4.9,7.45,continuation,continuation,continuation
2020-04-08,M&MFIN.NS,11.95,10-15%,1.88,4.52,-2.17,12.94,continuation,reversal,continuation
2020-04-08,TORNTPHARM.NS,7.77,7-10%,3.67,0.51,-9.49,-11.45,flat,reversal,reversal
2020-04-08,ALKEM.NS,14.94,10-15%,2.46,1.42,0.59,0.28,flat,flat,flat
2020-04-08,ASHOKLEY.NS,10.04,10-15%,1.6,4.1,6.5,11.52,continuation,continuation,continuation
2020-04-08,TVSMOTOR.NS,8.13,7-10%,2.41,6.96,-3.36,5.26,continuation,reversal,continuation
2020-04-08,ELGIEQUIP.NS,9.82,7-10%,2.06,3.32,19.13,15.15,continuation,continuation,continuation
2020-04-08,EMAMILTD.NS,7.36,7-10%,1.21,3.51,1.93,-2.76,continuation,flat,reversal
2020-04-08,PETRONET.NS,7.52,7-10%,1.27,4.23,-2.35,-1.63,continuation,reversal,flat
2020-04-08,NAVINFLUOR.NS,8.5,7-10%,0.9,4.69,-4.59,-3.14,continuation,reversal,reversal
2020-04-09,ICICIBANK.NS,7.45,7-10%,0.92,-3.52,-0.2,5.43,reversal,flat,continuation
2020-04-09,KOTAKBANK.NS,7.18,7-10%,1.01,-1.73,-11.16,-7.48,flat,reversal,reversal
2020-04-09,AXISBANK.NS,7.36,7-10%,1.1,-0.29,0.57,8.52,flat,flat,continuation
2020-04-09,MARUTI.NS,13.38,10-15%,2.18,-0.82,-3.68,0.09,flat,reversal,flat
2020-04-09,TITAN.NS,10.99,10-15%,2.01,-4.64,-2.82,-3.78,reversal,reversal,reversal
2020-04-09,BAJFINANCE.NS,9.39,7-10%,1.13,-10.37,-13.0,-9.55,reversal,reversal,reversal
2020-04-09,JSWSTEEL.NS,7.57,7-10%,1.32,0.81,2.62,0.72,flat,flat,flat
2020-04-09,CIPLA.NS,13.04,10-15%,3.08,2.29,3.6,1.0,flat,continuation,flat
2020-04-09,TATACOMM.NS,9.46,7-10%,0.47,16.32,20.67,29.52,continuation,continuation,continuation
2020-04-09,M&M.NS,16.85,15%+,1.45,-4.86,-6.48,-6.7,reversal,reversal,reversal
2020-04-09,HEROMOTOCO.NS,9.29,7-10%,1.7,-3.61,-10.46,-9.29,reversal,reversal,reversal
2020-04-09,BAJAJ-AUTO.NS,8.67,7-10%,2.07,-1.58,-4.2,-2.37,flat,reversal,reversal
2020-04-09,MOTHERSON.NS,17.53,15%+,1.61,-4.39,23.39,28.24,reversal,continuation,continuation
2020-04-09,DLF.NS,8.04,7-10%,0.71,-6.27,-10.13,-9.86,reversal,reversal,reversal
2020-04-09,CHOLAFIN.NS,13.93,10-15%,1.61,-12.58,-7.19,-9.32,reversal,reversal,reversal
2020-04-09,LICHSGFIN.NS,14.12,10-15%,1.67,-4.44,0.76,9.22,reversal,flat,continuation
2020-04-09,CUMMINSIND.NS,7.07,7-10%,1.84,2.43,10.3,13.3,flat,continuation,continuation
2020-04-09,VEDL.NS,9.25,7-10%,1.26,1.95,7.68,6.05,flat,continuation,continuation
2020-04-09,IDFCFIRSTB.NS,7.3,7-10%,0.9,0.68,9.52,12.7,flat,continuation,continuation
2020-04-09,KARURVYSYA.NS,10.0,7-10%,1.16,-4.1,-4.99,-3.39,reversal,reversal,reversal
2020-04-09,TATAELXSI.NS,9.73,7-10%,1.28,-3.7,2.04,4.26,reversal,flat,continuation
2020-04-09,APOLLOTYRE.NS,7.67,7-10%,1.7,-4.45,4.68,8.41,reversal,continuation,continuation
2020-04-09,CEATLTD.NS,10.49,10-15%,2.91,-4.61,0.07,-0.79,reversal,flat,flat
2020-04-09,IFBIND.NS,9.53,7-10%,1.45,-0.14,8.47,29.3,flat,continuation,continuation
2020-04-09,PNCINFRA.NS,9.41,7-10%,0.47,3.84,15.68,25.72,continuation,continuation,continuation
2020-04-09,JYOTHYLAB.NS,10.04,10-15%,3.26,1.36,0.45,6.49,flat,flat,continuation
2020-04-09,RADICO.NS,7.52,7-10%,2.19,0.38,1.89,-1.22,flat,flat,flat
2020-04-09,NCLIND.NS,8.91,7-10%,1.73,15.87,32.48,21.24,continuation,continuation,continuation
2020-04-09,DEEPAKNTR.NS,7.95,7-10%,1.76,-2.53,-0.79,-1.93,reversal,flat,flat
2020-04-13,TATACOMM.NS,16.32,15%+,0.96,6.46,10.82,9.5,continuation,continuation,continuation
2020-04-13,AUROPHARMA.NS,9.34,7-10%,1.81,2.29,7.85,28.06,flat,continuation,continuation
2020-04-13,GLENMARK.NS,20.78,15%+,4.05,6.9,5.13,5.45,continuation,continuation,continuation
2020-04-13,AIAENG.NS,12.41,10-15%,3.69,0.59,1.62,0.52,flat,flat,flat
2020-04-13,CESC.NS,7.33,7-10%,2.83,0.25,17.1,20.84,flat,continuation,continuation
2020-04-13,JKCEMENT.NS,7.81,7-10%,1.72,3.63,8.11,8.9,continuation,continuation,continuation
2020-04-13,NCLIND.NS,15.87,15%+,6.24,2.71,8.13,-2.57,flat,continuation,reversal
2020-04-15,PIDILITIND.NS,7.06,7-10%,1.49,0.05,-0.62,4.29,flat,flat,continuation
2020-04-15,MOTHERSON.NS,12.67,10-15%,2.44,14.55,19.04,2.81,continuation,continuation,flat
2020-04-15,PHOENIXLTD.NS,9.09,7-10%,3.59,-2.88,5.26,1.97,reversal,continuation,flat
2020-04-15,SUNDARMFIN.NS,9.32,7-10%,0.78,-4.06,-3.51,-2.88,reversal,reversal,reversal
2020-04-15,TATAELXSI.NS,8.95,7-10%,2.01,-2.74,-0.63,-1.96,reversal,flat,flat
2020-04-15,ELGIEQUIP.NS,7.82,7-10%,14.63,-3.68,-2.3,-5.46,reversal,reversal,reversal
2020-04-15,PNCINFRA.NS,7.17,7-10%,0.54,3.95,12.97,2.0,continuation,continuation,flat
2020-04-15,MOIL.NS,10.59,10-15%,4.28,2.32,5.13,-0.9,flat,continuation,flat
2020-04-16,MOTHERSON.NS,14.55,10-15%,2.59,6.5,-11.72,-9.69,continuation,reversal,reversal
2020-04-16,OBEROIRLTY.NS,10.11,10-15%,1.15,12.89,6.96,3.94,continuation,continuation,continuation
2020-04-16,M&MFIN.NS,7.09,7-10%,1.36,7.79,-9.14,-6.65,continuation,reversal,reversal
2020-04-16,SUNDRMFAST.NS,9.05,7-10%,0.61,6.98,2.82,0.02,continuation,flat,flat
2020-04-16,IFBIND.NS,8.57,7-10%,3.17,4.27,32.64,22.58,continuation,continuation,continuation
2020-04-16,KEC.NS,9.21,7-10%,3.56,4.55,0.84,3.35,continuation,flat,continuation
2020-04-16,JINDALSAW.NS,9.98,7-10%,1.37,0.6,-9.5,-6.51,flat,reversal,reversal
2020-04-16,NCLIND.NS,11.32,10-15%,9.07,-5.43,-14.78,-15.47,reversal,reversal,reversal
2020-04-16,TCI.NS,7.09,7-10%,2.2,1.96,-4.41,-8.8,flat,reversal,reversal
2020-04-17,ICICIBANK.NS,9.81,7-10%,1.19,-3.79,-10.54,-10.84,reversal,reversal,reversal
2020-04-17,AXISBANK.NS,13.31,10-15%,1.08,-4.77,-9.95,-15.63,reversal,reversal,reversal
2020-04-17,MARUTI.NS,7.29,7-10%,1.15,-3.15,-5.89,-8.34,reversal,reversal,reversal
2020-04-17,INDUSINDBK.NS,8.97,7-10%,0.75,-3.74,-12.34,-19.3,reversal,reversal,reversal
2020-04-17,EICHERMOT.NS,10.46,10-15%,2.72,-3.76,-7.22,-8.0,reversal,reversal,reversal
2020-04-17,WHIRLPOOL.NS,7.25,7-10%,1.91,-0.56,-5.36,-5.36,flat,reversal,reversal
2020-04-17,OBEROIRLTY.NS,12.89,10-15%,2.65,1.65,-7.77,-18.58,flat,reversal,reversal
2020-04-17,ICICIPRULI.NS,10.48,10-15%,1.56,2.26,-0.16,-9.03,flat,flat,reversal
2020-04-17,CHOLAFIN.NS,10.79,10-15%,2.07,-11.81,-14.86,-24.75,reversal,reversal,reversal
2020-04-17,LICHSGFIN.NS,7.95,7-10%,1.42,0.41,-5.35,-6.16,flat,reversal,reversal
2020-04-17,FEDERALBNK.NS,9.0,7-10%,1.69,0.11,-4.24,-6.3,flat,reversal,reversal
2020-04-17,IDFCFIRSTB.NS,9.32,7-10%,1.12,-5.87,-9.28,-15.91,reversal,reversal,reversal
2020-04-17,DCBBANK.NS,16.89,15%+,3.38,-3.68,-11.33,-16.52,reversal,reversal,reversal
2020-04-17,M&MFIN.NS,7.79,7-10%,2.03,-7.68,-16.13,-21.89,reversal,reversal,reversal
2020-04-17,INOXWIND.NS,9.89,7-10%,0.26,4.98,4.98,-0.19,continuation,continuation,flat
2020-04-17,TVSMOTOR.NS,8.96,7-10%,2.54,2.19,0.53,-1.31,flat,flat,flat
2020-04-17,BAJAJCON.NS,10.79,10-15%,1.88,6.07,-1.39,-8.03,continuation,flat,reversal
2020-04-17,GRINDWELL.NS,11.96,10-15%,1.11,10.06,-1.19,-0.7,continuation,flat,flat
2020-04-17,ORIENTELEC.NS,8.74,7-10%,2.76,-3.1,-6.03,-6.74,reversal,reversal,reversal
2020-04-17,GMMPFAUDLR.NS,9.32,7-10%,2.06,10.34,21.31,13.91,continuation,continuation,continuation
2020-04-17,KOLTEPATIL.NS,19.98,15%+,4.69,13.78,2.81,-2.21,continuation,flat,reversal
2020-04-17,CESC.NS,12.9,10-15%,3.11,1.56,2.78,1.38,flat,flat,flat
2020-04-17,JKLAKSHMI.NS,10.2,10-15%,3.05,-2.04,-8.31,-12.44,reversal,reversal,reversal
2020-04-20,INDIANB.NS,16.18,15%+,5.85,-5.85,-6.96,-9.47,reversal,reversal,reversal
2020-04-20,GRINDWELL.NS,10.06,10-15%,4.59,-8.33,-8.63,-9.1,reversal,reversal,reversal
2020-04-20,IFBIND.NS,14.32,10-15%,3.29,11.28,2.84,-7.53,continuation,flat,reversal
2020-04-20,GMMPFAUDLR.NS,10.34,10-15%,3.17,0.67,9.24,4.49,flat,continuation,continuation
2020-04-20,VBL.NS,7.51,7-10%,1.42,-6.67,-4.25,-0.74,reversal,reversal,flat
2020-04-20,KOLTEPATIL.NS,13.78,10-15%,5.18,-9.54,-9.4,-13.89,reversal,reversal,reversal
2020-04-20,JPPOWER.NS,7.14,7-10%,0.81,0.0,0.0,0.0,flat,flat,flat
2020-04-21,AUROPHARMA.NS,19.12,15%+,3.87,-0.33,-3.1,-3.79,flat,reversal,reversal
2020-04-21,IFBIND.NS,11.28,10-15%,6.56,-7.13,-12.84,-14.55,reversal,reversal,reversal
2020-04-22,RELIANCE.NS,10.2,10-15%,2.93,0.54,4.85,4.65,flat,continuation,continuation
2020-04-22,ACC.NS,8.16,7-10%,2.62,-3.18,-7.45,-8.73,reversal,reversal,reversal
2020-04-22,GMMPFAUDLR.NS,9.22,7-10%,2.61,-0.64,-4.96,-5.25,flat,reversal,reversal
2020-04-22,COLPAL.NS,7.42,7-10%,3.29,-1.9,2.95,-2.28,flat,flat,reversal
2020-04-22,VBL.NS,7.28,7-10%,1.11,-4.37,-0.86,1.11,reversal,flat,flat
2020-04-22,GODFRYPHLP.NS,10.55,10-15%,4.28,2.04,-1.81,-0.64,flat,flat,flat
2020-04-23,KOTAKBANK.NS,8.46,7-10%,1.36,-0.81,6.16,8.61,flat,continuation,continuation
2020-04-23,MUTHOOTFIN.NS,7.55,7-10%,1.86,-0.41,1.14,5.55,flat,flat,continuation
2020-04-23,LICHSGFIN.NS,9.21,7-10%,1.11,-9.21,-3.69,-1.34,reversal,reversal,flat
2020-04-23,COFORGE.NS,9.06,7-10%,1.65,-5.31,0.02,2.1,reversal,flat,flat
2020-04-23,MANAPPURAM.NS,8.27,7-10%,1.46,-3.21,17.26,21.24,reversal,continuation,continuation
2020-04-23,MOIL.NS,16.16,15%+,2.96,-6.16,-3.93,-8.32,reversal,reversal,reversal
2020-04-24,ALKEM.NS,8.6,7-10%,2.23,1.57,-2.97,-2.59,flat,reversal,reversal
2020-04-24,AJANTPHARM.NS,8.74,7-10%,2.97,4.3,4.77,1.76,continuation,continuation,flat
2020-04-27,TATACONSUM.NS,7.13,7-10%,1.51,-1.85,0.64,-5.68,flat,flat,reversal
2020-04-27,ICICIPRULI.NS,12.17,10-15%,3.15,1.74,9.13,-0.68,flat,continuation,flat
2020-04-27,RBLBANK.NS,8.91,7-10%,1.75,8.18,13.24,5.23,continuation,continuation,continuation
2020-04-27,TATAELXSI.NS,10.37,10-15%,5.42,-1.65,-3.17,-7.01,flat,reversal,reversal
2020-04-27,NAVINFLUOR.NS,8.3,7-10%,4.41,-1.38,-3.32,-5.86,flat,reversal,reversal
2020-04-28,BAJFINANCE.NS,9.0,7-10%,1.69,3.07,-6.66,-5.47,continuation,reversal,reversal
2020-04-28,INDUSINDBK.NS,14.89,10-15%,1.85,0.65,-9.61,-9.09,flat,reversal,reversal
2020-04-28,CHOLAFIN.NS,9.61,7-10%,1.61,2.34,-3.74,1.94,flat,reversal,flat
2020-04-28,LICHSGFIN.NS,8.9,7-10%,1.94,2.93,-6.33,-5.03,flat,reversal,reversal
2020-04-28,RBLBANK.NS,8.18,7-10%,1.83,-0.32,-4.12,4.63,flat,reversal,continuation
2020-04-28,M&MFIN.NS,7.27,7-10%,1.64,1.75,3.92,11.64,flat,continuation,continuation
2020-04-28,MANAPPURAM.NS,13.42,10-15%,1.97,-2.89,-6.9,-4.93,reversal,reversal,reversal
2020-04-29,TATACOMM.NS,7.36,7-10%,0.31,6.39,10.75,-0.04,continuation,continuation,flat
2020-04-29,ASHOKLEY.NS,7.63,7-10%,1.13,9.18,0.83,-3.86,continuation,flat,reversal
2020-04-29,KOLTEPATIL.NS,7.83,7-10%,1.0,-1.52,-8.83,-11.63,flat,reversal,reversal
2020-04-30,HCLTECH.NS,10.53,10-15%,1.43,-5.39,-4.5,-4.63,reversal,reversal,reversal
2020-04-30,ONGC.NS,13.33,10-15%,1.81,-4.19,-0.81,-4.88,reversal,flat,reversal
2020-04-30,JSWSTEEL.NS,10.09,10-15%,1.36,-9.47,-8.22,-6.64,reversal,reversal,reversal
2020-04-30,HINDALCO.NS,11.95,10-15%,2.24,-10.98,-8.91,-10.06,reversal,reversal,reversal
2020-04-30,HEROMOTOCO.NS,9.97,7-10%,1.63,-7.66,-6.46,-9.42,reversal,reversal,reversal
2020-04-30,MOTHERSON.NS,7.56,7-10%,1.81,-12.51,-12.39,-12.05,reversal,reversal,reversal
2020-04-30,BHEL.NS,7.16,7-10%,2.16,4.68,2.45,-1.11,continuation,flat,flat
2020-04-30,VEDL.NS,13.14,10-15%,1.75,-10.72,-11.28,-13.57,reversal,reversal,reversal
2020-04-30,ASHOKLEY.NS,9.18,7-10%,1.56,-5.83,-9.07,-10.12,reversal,reversal,reversal
2020-04-30,SUNDRMFAST.NS,7.23,7-10%,2.36,-10.61,-7.83,-6.08,reversal,reversal,reversal
2020-05-04,TATACOMM.NS,9.57,7-10%,0.54,-4.99,-14.24,-11.52,reversal,reversal,reversal
2020-05-04,RADICO.NS,7.57,7-10%,5.15,-7.22,-3.33,-3.95,reversal,reversal,reversal
2020-05-04,JPPOWER.NS,7.14,7-10%,0.36,-6.67,0.0,6.67,reversal,flat,continuation
2020-05-06,OBEROIRLTY.NS,7.06,7-10%,1.04,0.5,-2.7,1.64,flat,reversal,flat
2020-05-06,PERSISTENT.NS,7.92,7-10%,5.72,4.96,4.75,6.59,continuation,continuation,continuation
2020-05-06,COFORGE.NS,19.25,15%+,5.87,-3.17,1.25,0.03,reversal,flat,flat
2020-05-06,RBLBANK.NS,7.57,7-10%,1.42,-2.46,-11.36,-8.02,reversal,reversal,reversal
2020-05-06,M&MFIN.NS,7.23,7-10%,1.68,-0.96,-8.31,2.73,flat,reversal,flat
2020-05-06,JPPOWER.NS,7.14,7-10%,0.17,0.0,6.67,20.0,flat,continuation,continuation
2020-05-11,HEIDELBERG.NS,7.75,7-10%,2.25,-3.27,-0.13,-4.93,reversal,flat,reversal
2020-05-12,VEDL.NS,11.87,10-15%,3.05,1.35,4.38,1.07,flat,continuation,flat
2020-05-13,AXISBANK.NS,7.02,7-10%,1.14,-2.91,-13.33,-12.44,reversal,reversal,reversal
2020-05-13,BEL.NS,8.51,7-10%,1.83,-3.12,-1.83,-3.81,reversal,flat,reversal
2020-05-13,BHEL.NS,23.72,15%+,5.58,3.2,-2.07,-2.44,continuation,reversal,reversal
2020-05-13,IDFCFIRSTB.NS,8.17,7-10%,2.03,-4.35,-9.15,-11.9,reversal,reversal,reversal
2020-05-13,BANKBARODA.NS,7.55,7-10%,2.17,-2.26,-12.57,-16.99,reversal,reversal,reversal
2020-05-13,CANBK.NS,11.59,10-15%,1.81,-3.09,-12.86,-13.14,reversal,reversal,reversal
